,0,neg,neu,pos,compound
1547,['DEAL Get MNML Cases for Pixel 3 Galaxy S10 for 1499 With Code 12 Off'],0.0,1.0,0.0,0.0
1548,['mophies 99 Juice Packs are a go for the Galaxy S10 lineup '],0.0,1.0,0.0,0.0
1549,['Giveaway Win 1 of 5 mophie Juice Pack Cases for Your Galaxy S10'],0.0,0.725,0.275,0.5859
1550,['Friday Phone Deals Pixel 2 XL for 10mo BOGO Galaxy S10'],0.0,1.0,0.0,0.0
1551,['DEAL Samsung Goes Wild With Trades Toward Galaxy S10 350Off for a Galaxy S8 galaxys10 '],0.0,1.0,0.0,0.0
1552,['Verizon Galaxy S10 S10 and S10e Grab New Updates With Performance Improvements galaxys10 '],0.0,0.85,0.15,0.3182
1553,['Samsung finally bringing Night photo mode to US Galaxy S10 phones  '],0.0,1.0,0.0,0.0
1554,['Samsung Galaxy S10 vs S10 Plus vs S10e which Samsung flagship will suit your needs  '],0.0,0.915,0.085,0.1027
1555,['DEAL Unlocked Galaxy S10 Line is 200500 Off Right Now galaxys10 '],0.0,1.0,0.0,0.0
1556,['Galaxy S10 S10 now start at 300 off for Prime Day'],0.0,1.0,0.0,0.0
1557,['Samsung Galaxy Note 10 could have a smarter camera than Galaxy S10  '],0.0,0.786,0.214,0.4588
1558,['DEAL All Unlocked Galaxy S10 Phones are 400500 Off at Best Buy Today galaxys10 '],0.0,0.769,0.231,0.6369
1559,['Verizons Galaxy S10 Family Grabs Pair of Updates'],0.0,1.0,0.0,0.0
1560,['Verizon Galaxy S10 Family Grabs a Fresh Update'],0.0,0.723,0.277,0.3182
1561,['Android 10 Update for TMobile Galaxy Note 10 Galaxy S10 Already in Testing'],0.0,1.0,0.0,0.0
1562,['Android 10 beta for Galaxy S10 Galaxy Note 10 reported to launch next month '],0.0,1.0,0.0,0.0
1563,['Verizon Galaxy S10 Note 10 Lineups Updated With September Security Patch'],0.0,0.806,0.194,0.34
1564,['We know this will make some of you very cross but the best smartphone right now is STILL the Samsung Galaxy S10 Pl '],0.0,0.799,0.201,0.7783
1565,['Samsung Galaxy S10 gets DeX support and Note 10 camera features  '],0.0,0.803,0.197,0.4019
1566,['Your Samsung Galaxy S10 is about to get better with these Note 10 features  '],0.0,0.828,0.172,0.4404
1567,['Galaxy S10 Family Picking Up Suite of Note 10 Features in New Update'],0.0,1.0,0.0,0.0
1568,['The best smartphone right now is the Samsung Galaxy S10 Plus  '],0.0,0.724,0.276,0.6369
1569,['Samsung Confirms One UI 20 Coming Soon to Galaxy S10 Lineup'],0.0,1.0,0.0,0.0
1570,['Samsung confirms Unlocked ATampT and TMobile Galaxy S10 S10 and S10e models will have first dibs at the Android '],0.0,1.0,0.0,0.0
1571,['Samsung launches Android 10 beta for Galaxy S10 devices  '],0.0,1.0,0.0,0.0
1572,['Samsung Galaxy S10 Lite or S11 Lite could be in the works  '],0.0,1.0,0.0,0.0
1573,['Samsung One UI Beta for Android 10 Arrives Today in US on Galaxy S10 Line'],0.0,1.0,0.0,0.0
1574,['Samsung Galaxy S10 owners any luck enrolling in the Android 10One UI 20 beta yet The Samsung Members app appears to be having issues'],0.0,0.885,0.115,0.4588
1575,['Any fingerprint unlocks Galaxy S10 Samsung warns '],0.167,0.833,0.0,-0.1027
1576,[' is working on a fix that allowed any fingerprint to unlock the Galaxy S10 It uses an indisplay ult '],0.0,1.0,0.0,0.0
1577,['Samsung to patch the Galaxy S10s fingerprint sensor over screen protector concerns  '],0.0,1.0,0.0,0.0
1578,['A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers '],0.137,0.863,0.0,-0.4019
1579,[' has posted a statement suggesting Galaxy S10 and Note10 users remove the screen protectors and reregiste '],0.0,1.0,0.0,0.0
1580,['A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers '],0.137,0.863,0.0,-0.4019
1581,['Samsung has reportedly fixed the Galaxy S10 fingerprint recognition issue  '],0.0,1.0,0.0,0.0
1582,['RBS pulls Samsung Galaxy S10 app over security flaw '],0.0,0.789,0.211,0.34
1583,['US Galaxy S10 Lineup Getting Note 10s Live Focus Video AR Doodle in New Update'],0.0,1.0,0.0,0.0
1584,['Samsung Galaxy Fold Samsung Galaxy Fold'],0.0,1.0,0.0,0.0
1585,['GALAXY FOLD']-------------------------,0.0,1.0,0.0,0.0
1586,['Watch Samsungs Galaxy S10 Galaxy Fold Event Live at 11AM Pacific'],0.0,1.0,0.0,0.0
1587,['Here is the Samsung Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
1588,['Samsung reveals Galaxy Fold and S10 5G '],0.0,1.0,0.0,0.0
1589,['Samsung Galaxy Fold The internet reacts '],0.0,1.0,0.0,0.0
1590,['Poll Are You Buying a Galaxy Fold']---,0.0,1.0,0.0,0.0
1591,['The Galaxy Fold galaxyfold']----------,0.0,1.0,0.0,0.0
1592,['Poll You buying a Galaxy Fold']-------,0.0,1.0,0.0,0.0
1593,['Is the Galaxy Fold Bad galaxyfold ']--,0.368,0.632,0.0,-0.5423
1594,['We Investigate Is the Galaxy Fold bad'],0.0,1.0,0.0,0.0
1595,['Samsung Releases the Galaxy Fold HandsOn Video You Wanted galaxyfold '],0.0,1.0,0.0,0.0
1596,['Everyone see Samsungs new Galaxy Fold video It shows a lot of the device in action'],0.0,1.0,0.0,0.0
1597,['If Youre Planning to Buy a Galaxy Fold Note That Supplies Will be Limited'],0.0,1.0,0.0,0.0
1598,['Buying the Galaxy Fold will be unlike most Samsung products '],0.0,1.0,0.0,0.0
1599,['Heres the 2000 ATampT Samsung Galaxy Fold Being Fondled galaxyfold '],0.0,1.0,0.0,0.0
1600,['ATampT Galaxy Fold in the wild sports a sweet display crease'],0.0,0.75,0.25,0.4588
1601,['Here is the Galaxy FoldFolding galaxyfold '],0.0,1.0,0.0,0.0
1602,['Samsung shows the Galaxy Fold can fold a lot of times '],0.0,1.0,0.0,0.0
1603,['Samsung Says You Should SignUp Today to be First in Line to Purchase Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
1604,['Invitations to purchase Samsungs 1980 Galaxy Fold apparently roll out tomorrow '],0.0,1.0,0.0,0.0
1605,['Galaxy Fold Reservations are Now Open galaxyfold '],0.0,1.0,0.0,0.0
1606,['Galaxy Fold preorders are live galaxyfold '],0.0,1.0,0.0,0.0
1607,['Samsungs Galaxy Fold has Support for All Major US Carriers Bands galaxyfold '],0.0,0.816,0.184,0.4019
1608,['Early adopters you can preorder the Galaxy Fold'],0.0,1.0,0.0,0.0
1609,['Samsungs Galaxy Fold has support for all major US carrier bands '],0.0,0.803,0.197,0.4019
1610,['RT  Heres my first handson with the Samsung Galaxy Fold GalaxyFold '],0.0,1.0,0.0,0.0
1611,['Is the Galaxy Fold bad']--------------,0.0,1.0,0.0,0.0
1612,['Samsung Quickly Sold Out of the 2000 Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
1613,['Galaxy Fold Review Units are Breaking GalaxyFold '],0.0,1.0,0.0,0.0
1614,['If You Buy a Galaxy Fold Dont Remove Its Protective Layer galaxyfold '],0.0,1.0,0.0,0.0
1615,['Uh oh Galaxy Fold review units are breaking '],0.0,1.0,0.0,0.0
1616,['If youre buying a Galaxy Fold heres what NOT to do '],0.0,1.0,0.0,0.0
1617,['Samsung Galaxy Fold launch events delayed in China '],0.192,0.808,0.0,-0.2263
1618,['Samsung Might Have Delayed the Galaxy Fold galaxyfold '],0.192,0.808,0.0,-0.2263
1619,['Samsung confirms Galaxy Fold delay as it investigates and runs internal tests '],0.161,0.839,0.0,-0.3182
1620,['Samsung officially delays launch of the Galaxy Fold '],0.0,1.0,0.0,0.0
1621,['Galaxy Fold Gets a Teardown an Accident Waiting to Happen'],0.279,0.721,0.0,-0.4767
1622,['Galaxy Fold teardown reveals its quite a fragile device '],0.0,1.0,0.0,0.0
1623,['We discussed the Galaxy Fold drama on the DL Show this week '],0.0,1.0,0.0,0.0
1624,['Samsung is Still Trying to Fix the Galaxy Fold Asks if People Want to Keep PreOrders galaxyfold '],0.0,0.929,0.071,0.0772
1625,['Samsungs Galaxy Fold is Ready to Return galaxyfold '],0.0,0.762,0.238,0.3612
1626,['Samsung Galaxy Fold supposedly ready to make a comeback '],0.0,0.762,0.238,0.3612
1627,['With Still No Word From Samsung Best Buy Cancels All Galaxy Fold PreOrders'],0.224,0.546,0.23,0.2732
1628,['Report Galaxy Fold Release in June is Unlikely'],0.0,1.0,0.0,0.0
1629,['Its looking unlikely that the Galaxy Fold will launch in June '],0.0,1.0,0.0,0.0
1630,['Samsung Most Galaxy Fold Display Issues Ironed Out Ready for Launch'],0.0,0.8,0.2,0.3612
1631,['Samsung irons out most Galaxy Fold issues is ready to release it to market '],0.0,0.848,0.152,0.3612
1632,['The Galaxy Fold release date is still unconfirmed as Samsung CEO asks give us a little more time '],0.081,0.919,0.0,-0.128
1633,['Samsung CEO admits the Galaxy Fold was released before it was ready  '],0.0,0.701,0.299,0.5719
1634,['This Might Shock You but the Samsung Galaxy Fold was Rushed galaxyfold '],0.13,0.87,0.0,-0.2023
1635,['Samsungs Galaxy Fold was pushed out too early guys galaxyfold '],0.0,1.0,0.0,0.0
1636,['Samsung Galaxy Fold has apparently been fixed  '],0.0,1.0,0.0,0.0
1637,['Report Galaxy Fold Ready for Launch Following Latest Durability Tests'],0.0,0.783,0.217,0.3612
1638,['Galaxy Fold aced its latest tests and is ready for launch according to report '],0.0,0.848,0.152,0.3612
1639,['Official Samsungs Galaxy Fold is ReLaunching in September galaxyfold '],0.0,1.0,0.0,0.0
1640,['Samsung Galaxy Fold release date the fixed version will launch in September  '],0.0,1.0,0.0,0.0
1641,['RT  Samsung says the Galaxy Fold will go on sale in September after faulty screens delayed the launch '],0.198,0.802,0.0,-0.4939
1642,['TMobile Wont Sell the Galaxy Fold']---,0.0,1.0,0.0,0.0
1643,['The Samsung Galaxy Fold is bound for September  at least in some places  '],0.0,1.0,0.0,0.0
1644,['Galaxy Fold is almost ready for its comeback in September'],0.0,0.803,0.197,0.2975
1645,['TMobile is done with the Galaxy Fold'],0.0,1.0,0.0,0.0
1646,[' Galaxy Fold running KitKat Very nice P'],0.0,0.694,0.306,0.4754
1647,['Samsungs Galaxy Fold could relaunch next week ending months of delays '],0.0,1.0,0.0,0.0
1648,['Is Samsung going to sneak in a Galaxy Fold relaunch before Apple can debut the iPhone 11  '],0.0,1.0,0.0,0.0
1649,['Samsung Galaxy Fold release date is September 6 according to new leak  '],0.179,0.821,0.0,-0.34
1650,['Samsungs Galaxy Fold is Back Available for Purchase This Month galaxyfold '],0.0,1.0,0.0,0.0
1651,['Samsungs Galaxy Fold arrives in Korea September 6 US in coming weeks  by  '],0.0,1.0,0.0,0.0
1652,['Samsung Galaxy Fold to launch in Korea on Sept 6 no official US release date listed yet  '],0.121,0.879,0.0,-0.296
1653,['Samsung Galaxy Fold gets a release date redo starting September 6  '],0.0,1.0,0.0,0.0
1654,['Samsung Galaxy Fold UK launch date revealed '],0.0,1.0,0.0,0.0
1655,['Can you spot the upgrades on the new Samsung Galaxy Fold  '],0.0,1.0,0.0,0.0
1656,['Samsung Finally Cancels Original Galaxy Fold PreOrders Offers 250 Credit galaxyfold '],0.12,0.57,0.31,0.4588
1657,['After announcing Galaxy Fold release date Samsung cancels older preorders  by  '],0.147,0.853,0.0,-0.2263
1658,['Can you spot the upgrades on the new Samsung Galaxy Fold  '],0.0,1.0,0.0,0.0
1659,['The Samsung Galaxy Fold is back  but whats changed for the rerelease Our handson with the refined version '],0.0,1.0,0.0,0.0
1660,['Samsung Galaxy Fold preorders have been canceled just before release date  '],0.0,1.0,0.0,0.0
1661,['Samsung Says Hundreds of Apps Now Optimized for Galaxy Fold galaxyfold '],0.0,0.786,0.214,0.4588
1662,['The Galaxy Fold is still extremely fragile and Samsung knows it  '],0.0,1.0,0.0,0.0
1663,['The Galaxy Fold is still extremely fragile and Samsung knows it  '],0.0,1.0,0.0,0.0
1664,['The Galaxy Fold goes on sale again in the US on September 27th  '],0.0,1.0,0.0,0.0
1665,['The Samsung Galaxy Fold finally goes on sale this week again '],0.0,1.0,0.0,0.0
1666,['Galaxy Fold Arrives This Week in the US galaxyfold '],0.0,1.0,0.0,0.0
1667,['Five months later Samsungs Galaxy Fold arrives this week  by  '],0.0,1.0,0.0,0.0
1668,['The Samsung Galaxy Fold finally goes on sale this week again '],0.0,1.0,0.0,0.0
1669,['The Galaxy Fold goes on sale again in the US on September 27th  '],0.0,1.0,0.0,0.0
1670,['Samsung will let Galaxy Fold owners replace their screens once for 149  '],0.0,1.0,0.0,0.0
1671,['Samsung Galaxy Fold take two  by  ']--,0.0,1.0,0.0,0.0
1672,['My Galaxy Fold display is damaged after a day  by  '],0.244,0.756,0.0,-0.4404
1673,['The Galaxy Fold is now available for purchase in the US  by  '],0.0,1.0,0.0,0.0
1674,['The Galaxy Fold is now available for purchase in the US '],0.0,1.0,0.0,0.0
1675,['RT  2 Galaxy Folds gt 4 iPhone 11 Pros lol '],0.0,0.588,0.412,0.5994
1676,['Podcast We Have the Galaxy Fold Show kicks off at 1230PM Pacific'],0.0,1.0,0.0,0.0
1677,['Redesigned Samsung Galaxy Fold units have totally new ways of breaking  '],0.0,1.0,0.0,0.0
1678,['Lets unbox Samsungs 1980 Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
1679,['The refined Samsung Galaxy Fold is officially available in the US  '],0.0,1.0,0.0,0.0
1680,['Redesigned Samsung Galaxy Fold units have totally new ways of breaking  '],0.0,1.0,0.0,0.0
1681,['And the Samsung Galaxy Fold breaks again  '],0.0,1.0,0.0,0.0
1682,['My Galaxy Fold Display is Not Damaged After a Day galaxyfold '],0.0,0.806,0.194,0.3412
1683,['Drop Test Confirms Dont Drop the Galaxy Fold'],0.0,0.794,0.206,0.2057
1684,['VIDEO Our Favorite Galaxy Fold Features galaxyfold '],0.0,0.7,0.3,0.4588
1685,['The Galaxy Fold fell short of Samsungs claims in folding torture test  '],0.245,0.755,0.0,-0.5994
1686,['This Samsung Galaxy Fold stunt filled me with hope and joy  '],0.0,0.599,0.401,0.7717
1687,['Galaxy Fold Thoughts After a Week of Folding My Phone'],0.0,1.0,0.0,0.0
1688,['Our thoughts after a week with the Galaxy Fold '],0.0,1.0,0.0,0.0
1689,['The Galaxy Fold fell short of Samsungs claims in folding torture test  '],0.245,0.755,0.0,-0.5994
1690,['Anything can take down the Galaxy Fold  keys water sand credit cards or coins lodged in the middle of the folde '],0.0,0.89,0.11,0.3818
1691,['The Galaxy Fold is the most forwardthinking phone you shouldnt buy  '],0.0,1.0,0.0,0.0
1692,['iFixits new Galaxy Fold teardown shows exactly how Samsung tried to fix the Fold  '],0.0,1.0,0.0,0.0
1693,['Theres Something Off About These Galaxy Fold Reviews on Best Buy'],0.0,0.704,0.296,0.6369
1694,['iFixits new Galaxy Fold teardown shows exactly how Samsung tried to fix the Fold  '],0.0,1.0,0.0,0.0
1695,['If youre interested in purchasing the  Galaxy Fold you can buy it from the official Samsung online s '],0.0,0.863,0.137,0.4019
1696,['Life with the Samsung Galaxy Fold  by  '],0.0,1.0,0.0,0.0
1697,['Samsungs Galaxy Fold concierge service is live in the US for those who need it  by  '],0.0,1.0,0.0,0.0
1698,['Samsungs Galaxy Fold 2 could arrive as soon as April 2020 '],0.0,1.0,0.0,0.0
1699,['Samsungs Galaxy Fold finally arrives in Australia next week '],0.0,1.0,0.0,0.0
1700,['The LG G8X ThinQ with Dual Screen a twoscreen foldable alternative onethird the price of a Samsung Galaxy Fold '],0.0,1.0,0.0,0.0
1701,['A month with the improved Samsung Galaxy Fold and I actually still like it '],0.0,0.682,0.318,0.6808
1702,['One month with the improved Galaxy Fold and I actually still like it  '],0.0,0.663,0.337,0.6808
1703,['One month with the Samsung Galaxy Fold Folding is believing'],0.0,1.0,0.0,0.0
1704,['One month with the improved Galaxy Fold and I actually still like it  '],0.0,0.663,0.337,0.6808
1705,['Samsungs clamshell foldable design is the future of the Galaxy Fold  '],0.0,1.0,0.0,0.0
1706,['Samsung Galaxy Fold rereview here we go again  '],0.0,1.0,0.0,0.0
1707,['Heres the Galaxy S10e the Lower Cost Model'],0.239,0.761,0.0,-0.296
1708,['Heres the Galaxy S10e the lower cost S10 model '],0.196,0.804,0.0,-0.296
1709,['A Fresh Clean HighRes Look at Samsungs Galaxy S10 and Galaxy S10e'],0.0,0.667,0.333,0.6124
1710,['I Went Galaxy S10e Traded in a Galaxy S9 and Will Pay Just 200 galaxys10e '],0.091,0.909,0.0,-0.1027
1711,['Buying a Galaxy S10e for 200 seems like a good bargain '],0.0,0.493,0.507,0.7351
1712,['VIDEO Galaxy S10e Unboxing']----------,0.0,1.0,0.0,0.0
1713,['We unbox the Galaxy S10e In Canary Yellow Hot '],0.0,1.0,0.0,0.0
1714,['We unboxed and went handson with the Galaxy S10e last week Its very bright '],0.0,0.814,0.186,0.4927
1715,['Galaxy S10e First 10 Things to Do']---,0.0,1.0,0.0,0.0
1716,['Weve got the first 10 things you should do with the Galaxy S10e '],0.0,1.0,0.0,0.0
1717,['Galaxy S10e Some of Its Cool Sht You May Not Know About galaxys10e '],0.0,0.85,0.15,0.3182
1718,['Here are a few Galaxy S10e tricks you may not have known about '],0.111,0.889,0.0,-0.128
1719,['Samsung Galaxy S10e Review Yo This is the Phone galaxys10e '],0.0,1.0,0.0,0.0
1720,['Our Galaxy S10e review is up We like it '],0.0,0.783,0.217,0.3612
1721,['DEAL Unlocked 256GB Galaxy S10e is 650 Right Now Others 200 Off Too galaxys10 '],0.0,1.0,0.0,0.0
1722,['Galaxy Buds Reported to Launch Alongside Galaxy S10'],0.0,1.0,0.0,0.0
1723,['Samsung Galaxy Buds reported to launch with the Galaxy S10 '],0.0,1.0,0.0,0.0
1724,['Samsung Announces New Galaxy Watch Active Galaxy Fit and Galaxy Buds'],0.0,0.634,0.366,0.6369
1725,['The Galaxy Watch and Galaxy Buds']----,0.0,1.0,0.0,0.0
1726,['DEAL Samsungs Excellent Galaxy Buds 25 Off at ATampT'],0.0,0.684,0.316,0.5719
1727,['DEAL Samsung Galaxy Buds are 9999 at Verizon 30 Off'],0.0,1.0,0.0,0.0
1728,['This new colour variant for the  Galaxy Buds will be called Aura Glow and it will come in a silver case'],0.0,1.0,0.0,0.0
1729,['Samsung Announces New Galaxy Watch Active Galaxy Fit and Galaxy Buds'],0.0,0.634,0.366,0.6369
1730,['The Galaxy Watch and Galaxy Buds']----,0.0,1.0,0.0,0.0
1731,['DEAL PreOrder New Galaxy Watch Active Get a Free 60 Wireless Charging Pad galaxywatchactive '],0.0,0.667,0.333,0.7184
1732,['This is what the Samsung Galaxy Watch Active 2 could look like  '],0.0,0.658,0.342,0.6369
1733,['Samsung Galaxy Watch Active 2 may have two major Apple Watch 4 features  '],0.0,0.803,0.197,0.4019
1734,['Leaked Samsung Galaxy Watch Active 2 images show barely any changes  '],0.0,0.787,0.213,0.4019
1735,['Samsung may release Galaxy Watch 2 before the Watch Active 2 after all  '],0.0,0.803,0.197,0.4019
1736,['Rumors suggest the Samsung Galaxy Watch 2 is coming later this year  heres what we know so far '],0.0,1.0,0.0,0.0
1737,['Samsung Galaxy Watch Active 2 leaked in official render  '],0.192,0.583,0.225,0.1027
1738,['The Galaxy Watch Active 2 is on its way soon '],0.0,0.769,0.231,0.4019
1739,['Samsungs Galaxy Watch Active Gets a Big Ol Update'],0.0,0.722,0.278,0.4019
1740,['Samsung Galaxy Watch Active 2 leak hints its coming earlier than expected  '],0.159,0.662,0.179,0.0772
1741,['Samsung Galaxy Watch Active update will make it easier to use  '],0.0,0.645,0.355,0.6705
1742,['Heres the Galaxy Watch Active 2 Thanks to the FCC galaxywatchactive2 '],0.0,0.616,0.384,0.6808
1743,['Hi Galaxy Watch Active 2 ']-----------,0.0,0.597,0.403,0.4019
1744,['New images of the upcoming Galaxy Watch Active 2 leak out  '],0.17,0.638,0.191,0.0772
1745,['Latest Samsung Galaxy Watch Active 2 leaks give us the best look at it yet  '],0.0,0.653,0.347,0.7845
1746,['JUST ANNOUNCED Samsung Galaxy Watch Active 2 has a rotating bezel that doesnt rotate  '],0.0,0.816,0.184,0.4019
1747,['Samsung Galaxy Watch Active 2 Official Priced Starting at 279 With PreOrders in September'],0.0,0.816,0.184,0.4019
1748,['Samsungs Galaxy Watch Active 2 is now official launches next month '],0.0,0.787,0.213,0.4019
1749,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0.0,0.816,0.184,0.4019
1750,['  With reverse charging the Galaxy Watch Active 2 can be charged with the Note 10 Its priced a '],0.088,0.78,0.132,0.2263
1751,['RT  The Galaxy Watch Active 2 does a cameo alongside the GalaxyNote10 at the SamsungEvent '],0.0,0.828,0.172,0.4019
1752,['If you want an Apple Watch but dont have an iPhone then your best bet might be the Samsung Galaxy Watch Active 2 '],0.0,0.656,0.344,0.8885
1753,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0.0,0.816,0.184,0.4019
1754,['Samsung Galaxy Watch Active 2 release date set for UK  and its ahead of the US  '],0.0,0.847,0.153,0.4019
1755,['Samsung Galaxy Tab S6 now available in the US Galaxy Watch Active 2 up for preorder  '],0.0,0.847,0.153,0.4019
1756,['Samsung had to fix one thing with the Galaxy Watch Active2 '],0.0,1.0,0.0,0.0
1757,['Our full Samsung Galaxy Watch Active 2 review  '],0.0,0.722,0.278,0.4019
1758,['Samsung had to fix one thing with the Galaxy Watch Active2 '],0.0,1.0,0.0,0.0
1759,['Samsung Galaxy Watch Active 2 review  '],0.0,0.649,0.351,0.4019
1760,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1761,[' looks at whether the Galaxy Watch Active 2 will finally solve the problem of smartwatches for Android use '],0.116,0.69,0.194,0.2023
1762,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1763,['Galaxy Watch has reinvigorated the Tizen smartwatch range Congrats  for securing the Best Wearable at '],0.0,0.484,0.516,0.9153
1764,['Samsungs Galaxy Watch Active 2 is a solid smartwatch for Android users  by  '],0.0,0.699,0.301,0.5106
1765,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1766,['This is what the Samsung Galaxy Watch Active 2 could look like  '],0.0,0.658,0.342,0.6369
1767,['Samsung Galaxy Watch Active 2 may have two major Apple Watch 4 features  '],0.0,0.803,0.197,0.4019
1768,['Leaked Samsung Galaxy Watch Active 2 images show barely any changes  '],0.0,0.787,0.213,0.4019
1769,['Samsung may release Galaxy Watch 2 before the Watch Active 2 after all  '],0.0,0.803,0.197,0.4019
1770,['Samsung Galaxy Watch Active 2 leaked in official render  '],0.192,0.583,0.225,0.1027
1771,['The Galaxy Watch Active 2 is on its way soon '],0.0,0.769,0.231,0.4019
1772,['Samsung Galaxy Watch Active 2 leak hints its coming earlier than expected  '],0.159,0.662,0.179,0.0772
1773,['Heres the Galaxy Watch Active 2 Thanks to the FCC galaxywatchactive2 '],0.0,0.616,0.384,0.6808
1774,['Hi Galaxy Watch Active 2 ']-----------,0.0,0.597,0.403,0.4019
1775,['New images of the upcoming Galaxy Watch Active 2 leak out  '],0.17,0.638,0.191,0.0772
1776,['Samsung to Announce Galaxy Tab S6 Watch Active 2 Prior to Note 10 Event'],0.0,0.816,0.184,0.4019
1777,['Latest Samsung Galaxy Watch Active 2 leaks give us the best look at it yet  '],0.0,0.653,0.347,0.7845
1778,['JUST ANNOUNCED Samsung Galaxy Watch Active 2 has a rotating bezel that doesnt rotate  '],0.0,0.816,0.184,0.4019
1779,['Samsung Galaxy Watch Active 2 Official Priced Starting at 279 With PreOrders in September'],0.0,0.816,0.184,0.4019
1780,['Samsungs Galaxy Watch Active 2 is now official launches next month '],0.0,0.787,0.213,0.4019
1781,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0.0,0.816,0.184,0.4019
1782,['  With reverse charging the Galaxy Watch Active 2 can be charged with the Note 10 Its priced a '],0.088,0.78,0.132,0.2263
1783,['RT  The Galaxy Watch Active 2 does a cameo alongside the GalaxyNote10 at the SamsungEvent '],0.0,0.828,0.172,0.4019
1784,['If you want an Apple Watch but dont have an iPhone then your best bet might be the Samsung Galaxy Watch Active 2 '],0.0,0.656,0.344,0.8885
1785,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0.0,0.816,0.184,0.4019
1786,['Samsung Galaxy Watch Active 2 release date set for UK  and its ahead of the US  '],0.0,0.847,0.153,0.4019
1787,['Samsung Galaxy Tab S6 now available in the US Galaxy Watch Active 2 up for preorder  '],0.0,0.847,0.153,0.4019
1788,['Our full Samsung Galaxy Watch Active 2 review  '],0.0,0.722,0.278,0.4019
1789,['Samsung Galaxy Watch Active 2 review  '],0.0,0.649,0.351,0.4019
1790,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1791,[' looks at whether the Galaxy Watch Active 2 will finally solve the problem of smartwatches for Android use '],0.116,0.69,0.194,0.2023
1792,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1793,['Samsungs Galaxy Watch Active 2 is a solid smartwatch for Android users  by  '],0.0,0.699,0.301,0.5106
1794,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
1795,['Samsung Galaxy Tab S6 leak offers more proof of rearmounted magnetic S Pen  '],0.167,0.833,0.0,-0.34
1796,['Samsung Galaxy Tab S6 might feature an AMOLED display and latest Qualcomm Snapdragon 855 chipset Read more details '],0.0,1.0,0.0,0.0
1797,['Samsung to Announce Galaxy Tab S6 Watch Active 2 Prior to Note 10 Event'],0.0,0.816,0.184,0.4019
1798,['Samsungs giving us a couple of early gifts ahead of the Note 10 launch on Aug 7 Today well see a new Galaxy Tab '],0.0,0.816,0.184,0.5423
1799,['Samsung Galaxy Tab S6 live stream how to watch the big tablet launch live  '],0.0,1.0,0.0,0.0
1800,['Samsungs Galaxy Tab S6 is a 649 Tablet in a World Without Many Android Tablets'],0.0,1.0,0.0,0.0
1801,['Samsung Galaxy Tab S6 vs Samsung Galaxy Tab S4 is the new pro tablet worth the full price  '],0.0,0.905,0.095,0.2263
1802,['Samsung Galaxy Tab S6 is official and could be a true iPad Pro rival  '],0.0,0.823,0.177,0.4215
1803,['Samsung Galaxy Tab S6 vs iPad Pro 2018 clash of the professional tablets  '],0.0,1.0,0.0,0.0
1804,[' The new S Pen will be compatible with more devices including the newly announced Galaxy Tab S6'],0.0,1.0,0.0,0.0
1805,['Samsung Galaxy Tab A 105 2018 review  '],0.0,1.0,0.0,0.0
1806,['Samsung Galaxy Tab S6 now available in the US Galaxy Watch Active 2 up for preorder  '],0.0,0.847,0.153,0.4019
1807,['The best Android tablet on the market our review of the Samsung Galaxy Tab S6  '],0.0,0.781,0.219,0.6369
1808,['Samsungs Galaxy Tab S6 combines creative flexibility with great design  by  '],0.0,0.489,0.511,0.8555
1809,['Get an extra 50 off the Galaxy Tab S6 with Currys tablet tradein deal ad  '],0.0,1.0,0.0,0.0
1810,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
1811,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
1812,['RT  Samsung Galaxy Tab S6 review master entertainer amateur worker '],0.0,0.794,0.206,0.3818
1813,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
1814,['Samsung Galaxy Tab S6 review The last of a dying breed  '],0.0,1.0,0.0,0.0
